,index,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,occupancy_rate,annual_rental_income,investment_score
1344,2932,16917208,New & modern one-bedroom suite near BTS Phyathai,112970036,Tip,Ratchathewi,13.75937,100.52863,Private room,1200.0,3,91,1.27,4,116,12,0.6821917808219178,298800.0,0.513499304220907
1345,2933,17141568,Bed in 4-Bed Female Dormitory (ON THE BED Hostel),70533182,Onthebed,Vadhana,13.74489,100.55194,Private room,1680.0,1,0,0.0,5,365,0,0.0,0.0,0.48270041526150653
1346,2940,17408832,IDEO Sathorn condo BKK near 300m Pho Nimit 空鐵,65438255,偉智 (Jeremy),Bangkok Yai,13.72883,100.47787,Shared room,400.0,1,0,0.0,1,362,0,0.008219178082191747,1199.999999999995,0.22637781908066673
1347,2942,17417089,102 Comfy Stay in Bangkok Old Town near MRT SamYod,114343279,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1500.0,1,64,0.92,8,313,5,0.1424657534246575,77999.99999999999,0.5603982406521189
1348,2943,17417322,Deluxe Stay in Old Town near Khao San & MRT SamYod,114343279,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,2375.0,1,12,0.17,8,325,0,0.1095890410958904,95000.0,0.5603982406521189
1349,2944,17417698,#201 Comfy Stay near Khao San and MRT Sam Yod,114343279,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800.0,1,19,0.29,8,335,0,0.0821917808219178,54000.0,0.5603982406521189
1350,2945,17147199,Studio room Ratchada-Rama4 at MRT Queen Sirikit,115296115,Joyce,Khlong Toei,13.72257,100.56012,Private room,600.0,180,0,0.0,1,365,0,0.0,0.0,0.46137131030528616
1351,2946,17148402,พรรณภัทร เพลส,115304449,Pannapat,Chatu Chak,13.83146,100.56816,Private room,711.0,1,1,0.02,1,168,0,0.5397260273972603,140067.0,0.3773556276912838
1352,2947,17162408,C&C Condominium,40558621,Tuk,Phaya Thai,13.79074,100.55685,Private room,1400.0,3,0,0.0,1,90,0,0.7534246575342466,385000.0,0.4288147642029191
1353,2949,17164516,"LIKE HOME  , CLEAN , SAFE & CONVENIENT",52203058,Veerachai,Bang Rak,13.72968,100.5184,Shared room,440.0,1,0,0.0,7,181,0,0.5041095890410958,80959.99999999999,0.4183083796413036
1354,2951,17178158,"LIKE HOME  , CLEAN  SAFE AND CONVENIENT",52203058,Veerachai,Bang Rak,13.72968,100.5184,Private room,770.0,1,8,0.12,7,184,0,0.49589041095890407,139369.99999999997,0.4183083796413036
1355,2952,17179679,1Bedroom Fully furnish Modern decorated,115162584,Patitta,Phaya Thai,13.78807,100.55816,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.4288147642029191
1356,2953,16926115,Luxury warmy 2 bedrooms with private boat to BTS,38128413,Tanid,Khlong San,13.71021,100.49616,Private room,3900.0,2,1,0.02,1,88,0,0.7589041095890411,1080300.0,0.3659777409752933
1357,2954,17179924,Cozy room and peaceful,115166861,Pavinee,Phra Khanong,13.69441,100.62147,Private room,1150.0,2,0,0.0,1,89,0,0.7561643835616438,317400.0,0.34198416395463455
1358,2955,17422558,Wood House- Elephant Room,56007404,Sun昇茂,Vadhana,13.72497,100.60448,Private room,950.0,1,80,1.13,5,356,1,0.024657534246575352,8550.000000000004,0.48270041526150653
1359,2956,17422719,Thai Style Wood House - Monkey Room,56007404,Sun昇茂,Vadhana,13.72524,100.60377,Private room,950.0,1,13,0.19,5,353,1,0.0328767123287671,11399.99999999999,0.48270041526150653
1360,2960,16931987,CBD luxury & beautiful pool view,61863658,Ngam,Parthum Wan,13.7489,100.526,Private room,3000.0,21,0,0.0,1,364,0,0.002739726027397249,2999.9999999999873,0.46579112527398964
1361,2962,17180058,350 m. away from BTS Bearing/Free WIFI,115169123,Wandee,Bang Na,13.65965,100.60714,Private room,1360.0,2,0,0.0,1,89,0,0.7561643835616438,375360.00000000006,0.3105988726636381
1362,2965,16933740,Nice Place  Bangkok-Asoke-Petchburee-Rama9,81838740,Rungkan,Suanluang,13.73827,100.60357,Private room,1732.0,3,4,0.06,1,176,0,0.5178082191780822,327348.0,0.21380635382467506
1363,2966,17184128,1 bedroom/ BTS Punnawithi,115180159,Sanol,Phra Khanong,13.68598,100.60819,Private room,1360.0,2,0,0.0,1,89,0,0.7561643835616438,375360.00000000006,0.34198416395463455
1364,2968,16934225,"One bed room Suite On Sukhumvit, Free Wifi TukTuk",30518876,Navavit,Phra Khanong,13.70088,100.59963,Private room,2000.0,1,0,0.0,6,90,0,0.7534246575342466,550000.0,0.34198416395463455
1365,2971,17440532,103 Comfy Stay in Bangkok Old Town near MRT SamYod,114343279,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1500.0,1,16,0.24,8,149,0,0.5917808219178082,324000.0,0.5603982406521189
1366,2972,17440739,#204 Comfy Stay Near Grand Palace and MRT SamYod,114343279,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800.0,1,5,0.08,8,343,0,0.0602739726027397,39599.999999999985,0.5603982406521189
1367,2973,17441110,202 Comfy Stay in Near Grand Palace and MRT SamYod,114343279,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800.0,1,3,0.05,8,342,0,0.06301369863013695,41399.99999999998,0.5603982406521189
1368,2975,17184318,Beautiful room/ Full furnitures,115181368,Kanyupin,Phra Khanong,13.68558,100.60529,Private room,1350.0,2,0,0.0,1,89,0,0.7561643835616438,372600.0,0.34198416395463455
1369,2977,17195321,P Residence service apartment,115761116,Poonam,Vadhana,13.73695,100.58398,Private room,1100.0,1,20,0.28,8,163,4,0.5534246575342465,222200.0,0.48270041526150653
1370,2979,17195964,Grandma's Tim Southernbus Terminal,69212374,Suwadee,Taling Chan,13.77837,100.42077,Private room,382.0,1,0,0.0,1,87,0,0.7616438356164383,106196.0,0.2267295280431324
1371,2982,16967611,20% off Long Stay Quiet Amenity-Packed WFH Comfort,48069192,Sam,Din Daeng,13.77631,100.5594,Private room,700.0,1,155,2.16,3,349,2,0.043835616438356206,11200.000000000011,0.40780695945946244
1372,2983,16969583,Family room near Hua Lamphong train station,100767680,Bua Noppamas,Bang Rak,13.73269,100.52122,Shared room,1300.0,1,12,0.17,4,365,0,0.0,0.0,0.4183083796413036
1373,2984,16976265,Private room near Hua Lamphong train station,100767680,Bua Noppamas,Bang Rak,13.73334,100.52149,Private room,700.0,2,4,0.08,4,358,0,0.019178082191780854,4900.000000000008,0.4183083796413036
1374,2986,17443022,1 Bedroom and pool view,115265876,Pattanai,Phaya Thai,13.78653,100.54209,Private room,2350.0,1,0,0.0,1,89,0,0.7561643835616438,648600.0,0.4288147642029191
1375,2988,16978060,Middle cozy nice view in Thong Lo!,27076746,Ferinn,Vadhana,13.73803,100.58347,Shared room,800.0,1,0,0.0,3,180,0,0.5068493150684932,148000.0,0.48270041526150653
1376,2989,17215461,Riverside Flat / river view balcony,115772283,Montri,Bang Kho laen,13.703,100.50088,Private room,1050.0,2,5,0.07,1,363,0,0.005479452054794498,2099.9999999999914,0.3170063900297341
1377,2992,16979440,2 BR+2Bath+Breakfast/ Bangkok Unique Theme House4,6906718,Anne Araya,Phra Khanong,13.69973,100.60773,Private room,2800.0,1,3,0.04,25,0,0,1.0,1022000.0,0.34198416395463455
1378,2993,16981555,U Delight @ Chatujak Station,71776393,Sinvisa,Chatu Chak,13.79899,100.55696,Private room,1900.0,1,0,0.0,1,180,0,0.5068493150684932,351500.0,0.3773556276912838
1379,2995,17450530,Clean relax safety convenience,26575230,K.,Sai Mai,13.89102,100.61326,Private room,450.0,1,7,0.14,11,365,1,0.0,0.0,0.12147281977264678
1380,2997,17451216,Fully furnished and Near Central ladprao,115313886,Nattaya,Chatu Chak,13.82476,100.56706,Private room,1350.0,1,0,0.0,1,89,0,0.7561643835616438,372600.0,0.3773556276912838
1381,2999,17451565,Nice room and kitchen room,115267084,Sujaree,Phaya Thai,13.78497,100.55003,Private room,1350.0,1,0,0.0,1,89,0,0.7561643835616438,372600.0,0.4288147642029191
1382,3000,17219438,Mali's Apartment near Pier and BTS Thonglor,62523652,Fa,Vadhana,13.74244,100.5772,Private room,561.0,7,22,0.31,1,75,5,0.7945205479452055,162690.00000000003,0.48270041526150653
1383,3004,16982464,"Convenience room in Ekamai12, 3 mins walk to mall",113019152,Khwankhaw,Vadhana,13.73001,100.58482,Private room,2665.0,1,0,0.0,2,180,0,0.5068493150684932,493025.00000000006,0.48270041526150653
1384,3005,17227220,Big room and City center,115262701,Mathurot,Sathon,13.72001,100.53696,Private room,2700.0,1,0,0.0,1,90,0,0.7534246575342466,742500.0,0.388707104105458
1385,3006,17227458,New room/Garden/Fully-furnished,115263954,Wanchuri,Bang Kapi,13.79001,100.62818,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.2709741002626685
1386,3011,16988767,Home Mali Hostel at Hua Lamphong Single in Dorm,100767680,Bua Noppamas,Bang Rak,13.73385,100.51946,Shared room,350.0,2,6,0.12,4,361,3,0.010958904109588996,1399.9999999999943,0.4183083796413036
1387,3020,17645478,Comfortable room/Full facilities,115460484,Praewthong,Ratchathewi,13.75324,100.52864,Private room,2700.0,1,0,0.0,1,90,0,0.7534246575342466,742500.0,0.513499304220907
1388,3021,17467258,Family Suite Bed Room,31210981,Petcharee,Vadhana,13.74025,100.55619,Private room,1600.0,1,2,0.03,2,271,0,0.2575342465753425,150400.00000000003,0.48270041526150653
1389,3023,17244192,2 BR + 2 Bath + Breakfast/ Bangkok Concept House 5,6906718,Anne Araya,Phra Khanong,13.69973,100.60775,Private room,3000.0,2,1,0.02,25,55,0,0.8493150684931507,930000.0000000001,0.34198416395463455
1390,3030,17271132,Beautiful and cozy 1 BR at LPN Raminthra,116167772,Mimi,Bang Khen,13.87171,100.60277,Private room,950.0,2,3,0.05,1,12,0,0.9671232876712329,335350.0,0.23894923423382086
1391,3040,17289747,Accom Apartment,116634915,Parin,Lak Si,13.87109,100.55573,Private room,550.0,2,1,0.02,2,365,0,0.0,0.0,0.25075928926196545
1392,3041,17468439,Accom Apartment (Single Room),116634915,Parin,Lak Si,13.86941,100.55551,Private room,550.0,2,4,0.07,2,90,0,0.7534246575342466,151250.0,0.25075928926196545
1393,3043,17664804,Cozy 1 bedroom apartment Bangkok - BTS Bangna,45448159,Dusadi,Bang Na,13.66451,100.60505,Private room,533.0,6,11,0.16,2,0,0,1.0,194545.0,0.3105988726636381
1394,3044,17472163,"1 bedroom, 1 bathroom, fully furnished",111671081,Phojai,Bangkok Noi,13.78458,100.47089,Private room,2670.0,1,0,0.0,1,89,0,0.7561643835616438,736920.0,0.20164258531647045
1395,3047,17491027,曼谷MRT汇狂地铁站1号出口5分钟 超值华人必住民宿 象鼻财神 建兴酒家 代购一条街 自由行首选7,105689479,Taosiam,Huai Khwang,13.77885,100.57717,Private room,680.0,1,185,2.65,34,102,0,0.7205479452054795,178840.0,0.4994247488471142
1396,3050,17297643,Cozy room near Donmuang DMK Airport,76327952,Erng,Bang Khen,13.87653,100.59395,Private room,743.0,1,15,0.21,1,54,0,0.8520547945205479,231072.99999999997,0.23894923423382086
1397,3051,17671270,Parkland Srinakarin Sukumvit105 (1year minimum),120307166,Aom,Bang Na,13.65538,100.64554,Private room,500.0,365,0,0.0,1,365,0,0.0,0.0,0.3105988726636381
1398,3052,17309862,Dusit Garden,88135650,Puangratana,Dusit,13.78802,100.51882,Private room,1440.0,1,0,0.0,1,180,0,0.5068493150684932,266400.0,0.11627833615483785
1399,3053,17494389,1-bedroom in Luxury Condominium For Rent,103509096,Jib,Parthum Wan,13.73666,100.52116,Private room,1200.0,60,0,0.0,1,0,0,1.0,438000.0,0.46579112527398964
1400,3054,17677370,The Alcove Thonglor Soi10,86638093,Mikayla,Vadhana,13.7383,100.58845,Private room,1100.0,30,0,0.0,1,325,0,0.1095890410958904,44000.0,0.48270041526150653
1401,3057,17505994,NK House @ Don Muang,109137121,Kedsarin,Lak Si,13.89789,100.57949,Private room,2500.0,1,2,0.04,1,119,0,0.673972602739726,615000.0,0.25075928926196545
1402,3058,17508459,Wandering Room by 6days7nightsbkk @BTS ratchadhewi,117222364,Jah And Bros,Ratchathewi,13.75069,100.52814,Private room,578.0,1,89,1.26,6,82,9,0.7753424657534247,163574.0,0.513499304220907
1403,3060,17517188,Comfortable room and Italian garden,115315966,Volak,Chatu Chak,13.8296,100.57068,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.3773556276912838
1404,3061,17320616,Near sky train/swimming pool/gym,113506248,Amornsak,Wang Thong Lang,13.77357,100.5967,Private room,1350.0,1,0,0.0,1,89,0,0.7561643835616438,372600.0,0.23114768485911438
1405,3063,17321098,Private room/Garden view and swimming pool,113680372,Apichaya,Bang Sue,13.8297,100.52874,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.32351149456106876
1406,3065,17321361,Near MRT RAMA9 (80m or one minute walking),113684459,Sutida,Huai Khwang,13.75503,100.56649,Private room,2630.0,1,0,0.0,1,90,0,0.7534246575342466,723250.0,0.4994247488471142
1407,3067,17517841,IMPD Hostel-1min walk to Sky train,118759234,Impd Hostel,Khlong San,13.72103,100.49545,Private room,900.0,1,0,0.0,2,362,0,0.008219178082191747,2699.9999999999886,0.3659777409752933
1408,3068,17518450,Cozy room near skytrain and Fully furnished,115318567,Siwaporn,Chatu Chak,13.84042,100.58046,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.3773556276912838
1409,3070,17519150,Clean room/Swimming pool/Fitness,115435384,Archari,Chatu Chak,13.81858,100.56411,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.3773556276912838
1410,3071,17519301,Cozy room/SkyFitness/Fully furnished,115436056,Chulee,Phaya Thai,13.78201,100.54523,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.4288147642029191
1411,3072,17324541,"Conveniently located, Private room, Relax.",17797309,Leena,Khlong San,13.71979,100.50359,Private room,1000.0,90,3,0.04,1,180,0,0.5068493150684932,185000.0,0.3659777409752933
1412,3077,17700557,Blue bliss by 6days7nights@BTS Ratchathewi,117222364,Jah And Bros,Ratchathewi,13.75268,100.52752,Private room,670.0,1,121,1.74,6,79,1,0.7835616438356164,191620.0,0.513499304220907
1413,3080,17991742,"有两间卧室三个床位,大卧室为两人间,小卧室双人间",123615518,老,Din Daeng,13.7853,100.5724,Private room,1732.0,1,0,0.0,1,365,0,0.0,0.0,0.40780695945946244
1414,3081,17520888,曼谷(MRT)匯狂地鐵站1號出口5分鐘 超值華人必住民宿 象鼻財神 建興酒家 代購一條街 自由行首選,105689479,Taosiam,Huai Khwang,13.77871,100.57606,Private room,650.0,1,203,2.89,34,102,1,0.7205479452054795,170950.00000000003,0.4994247488471142
1415,3083,17720998,PA Tower,120817695,Naungruthai,Bang Khen,13.88584,100.60356,Private room,550.0,1,4,0.06,1,365,0,0.0,0.0,0.23894923423382086
1416,3084,17999659,THE LIGHT CONDOMINIUM,112514114,Waralee,Chatu Chak,13.8117,100.56446,Private room,1000.0,2,1,0.02,1,364,0,0.002739726027397249,999.9999999999959,0.3773556276912838
1417,3088,18003438,Life Condo @ Phahon-Ari,123743171,Ronnasak,Phaya Thai,13.78908,100.54908,Private room,1829.0,2,0,0.0,1,173,0,0.526027397260274,351168.0,0.4288147642029191
1418,3090,18011312,Zee Thai Hostel Khaosan:Private Room Double bed 10,123827255,Zee Thai,Phra Nakhon,13.76435,100.50236,Private room,529.0,1,16,0.23,18,0,4,1.0,193085.0,0.5603982406521189
1419,3094,17732197,"Convenience Condo
Near Ekamai BTS, Mall,Cafe, Bar",113019152,Khwankhaw,Vadhana,13.72958,100.58717,Private room,2665.0,2,0,0.0,2,179,0,0.5095890410958904,495690.00000000006,0.48270041526150653
1420,3095,17736784,Nakhonluang town house,54157075,Dome,Bangkok Noi,13.75259,100.46735,Private room,484.0,2,3,0.04,1,271,0,0.2575342465753425,45496.00000000001,0.20164258531647045
1421,3097,17535188,I House Rama9-Ekamai Condo,118928933,Ph.D Garfield,Huai Khwang,13.75342,100.5893,Private room,2000.0,1,0,0.0,1,179,0,0.5095890410958904,372000.0,0.4994247488471142
1422,3099,17738366,Vertiq Samyan,44738287,Rewadee,Bang Rak,13.73306,100.52404,Private room,2970.0,20,1,0.02,1,179,0,0.5095890410958904,552420.0,0.4183083796413036
1423,3101,17547345,"1 Bed room, BTS Phrom Phong,Luxury Condo",14270069,Nui,Khlong Toei,13.72375,100.56497,Private room,1177.0,30,8,0.12,1,339,0,0.07123287671232881,30602.00000000002,0.46137131030528616
1424,3105,17740630,1 Bedroom /Pool view /Full furnished,115775803,Chotaya,Bang Sue,13.83161,100.53348,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.32351149456106876
1425,3107,17740903,Comfortable room/Sky Lounge/Roof Garden,115894543,Malita,Chatu Chak,13.82966,100.56228,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.3773556276912838
1426,3108,18026878,72/3 Bangrak studio 1,19315013,Sutatt,Bang Rak,13.72262,100.51635,Private room,599.0,2,221,3.24,4,278,8,0.23835616438356166,52113.0,0.4183083796413036
1427,3110,17561446,"Free wifi, Close to transportation",119060171,Tanawan,Khlong Toei,13.73458,100.56075,Private room,2000.0,1,0,0.0,1,365,0,0.0,0.0,0.46137131030528616
1428,3111,17563174,S99 hostel - Private  beds in a Dorm Room.,119221354,S99 Hostel,Phra Khanong,13.69541,100.60646,Private room,1280.0,1,1,0.01,5,364,0,0.002739726027397249,1279.9999999999948,0.34198416395463455
1429,3112,17565947,"River Front Golden Teak Home,",21894271,Sirichan 'S Family,Thon buri,13.72476,100.48624,Private room,3000.0,1,190,2.71,7,291,24,0.20273972602739732,222000.0000000001,0.5283619416135569
1430,3113,17740983,Kepler Residence Bangkok,121015910,Kepler,Huai Khwang,13.75002,100.57517,Private room,2400.0,3,0,0.0,1,180,0,0.5068493150684932,444000.0,0.4994247488471142
1431,3114,17566930,Nice room at BKK/ Fully furnished,115437760,Poopae,Chatu Chak,13.83991,100.5806,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.3773556276912838
1432,3115,18028110,"Bangkok, Designer's House! Near BTS, Village Room",6906718,Anne Araya,Phra Khanong,13.6994,100.60691,Private room,1890.0,2,0,0.0,25,31,0,0.915068493150685,631260.0,0.34198416395463455
1433,3116,18028612,"Superior,5min walk MRT Sukhumvit,WiFi,EmQuatier",24021888,Maitria Hotel Sukhumvit 18,Khlong Toei,13.73313,100.56259,Private room,5071.0,1,1,0.02,12,364,0,0.002739726027397249,5070.999999999979,0.46137131030528616
1434,3117,18029194,"Studio, 5min walk MRT Sukhumvit,WiFi,Terminal21",24021888,Maitria Hotel Sukhumvit 18,Khlong Toei,13.73313,100.56259,Private room,4871.0,1,4,0.08,12,364,0,0.002739726027397249,4870.99999999998,0.46137131030528616
1435,3118,18029377,"Bangkok, Designer's House! Near BTS, Thai Room",6906718,Anne Araya,Phra Khanong,13.69954,100.60777,Private room,1100.0,4,5,0.07,25,47,1,0.8712328767123287,349800.0,0.34198416395463455
1436,3119,18029609,"Studio,5min walk Skytrain Asoke,WiFi,Terminal21",24021888,Maitria Hotel Sukhumvit 18,Khlong Toei,13.73313,100.56259,Private room,4871.0,1,3,0.05,12,364,0,0.002739726027397249,4870.99999999998,0.46137131030528616
1437,3120,18029869,My room is minimal and classic.,123824418,Nattharon,Bang Khae,13.71727,100.40824,Private room,12000.0,1,0,0.0,1,180,0,0.5068493150684932,2220000.0,0.15951948484218992
1438,3122,18042620,d-haus1322,77427292,D-Haus Lad Prao,Huai Khwang,13.79381,100.5885,Private room,700.0,1,0,0.0,3,269,0,0.263013698630137,67200.00000000001,0.4994247488471142
1439,3123,17752670,tomiplace,121135687,Tomiplace,Din Daeng,13.79141,100.56446,Private room,650.0,1,3,0.04,1,364,0,0.002739726027397249,649.9999999999974,0.40780695945946244
1440,3124,18042686,Peaceful home with garden in bangkok,2443025,Zazithorn,Pra Wet,13.71414,100.65501,Private room,400.0,1,9,0.13,1,364,0,0.002739726027397249,399.99999999999835,0.22017492911544664
1441,3125,17567105,150 m. away from MRT Ladprao/1 Bedroom,115448090,Nittaya,Chatu Chak,13.80552,100.57727,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.3773556276912838
1442,3126,17567575,1 Bedroom and Fully furnished,115455489,Wimon,Wang Thong Lang,13.77808,100.61912,Private room,1350.0,1,0,0.0,1,89,0,0.7561643835616438,372600.0,0.23114768485911438
1443,3127,17753569,Cozy Silom 1Min-BTS 11Mins-Paragon 111Steps-D&D!,121146920,Chanya,Bang Rak,13.72301,100.52998,Private room,1850.0,90,1,0.01,1,365,0,0.0,0.0,0.4183083796413036
1444,3128,17567768,1Bedroom /Fully furnished/Garden,115456589,Nuchy,Chatu Chak,13.83826,100.55912,Private room,2750.0,1,0,0.0,1,89,0,0.7561643835616438,758999.9999999999,0.3773556276912838
1445,3131,18045542,Condo Lumpini Ville Phatthanakran  26,124182738,Wipawadee,Suanluang,13.73746,100.61638,Private room,849.0,3,0,0.0,1,48,0,0.8684931506849315,269133.0,0.21380635382467506
1446,3133,17577215,Good condition Room near MRT Ladprao,115457473,Weerayut,Chatu Chak,13.80694,100.57748,Private room,2700.0,1,0,0.0,1,90,0,0.7534246575342466,742500.0,0.3773556276912838
1447,3134,17577635,Luxury room/Good view/Near shopping mall,115773384,Jate,Chatu Chak,13.82756,100.56531,Private room,2600.0,1,0,0.0,1,89,0,0.7561643835616438,717600.0,0.3773556276912838
1448,3135,17578669,@Ratchathewi  room by6days7nights@BTS ratchathewi,117222364,Jah And Bros,Ratchathewi,13.75229,100.5276,Private room,503.0,1,176,2.51,6,30,27,0.9178082191780822,168505.0,0.513499304220907
1449,3136,17578670,TukTuk by 6days7nightsbkk@BTS ratchathewi,117222364,Jah And Bros,Ratchathewi,13.75086,100.5285,Private room,868.0,1,122,1.73,6,0,0,1.0,316820.0,0.513499304220907
1450,3144,17595580,R2 BaanKhon near KhoaSan rd. Air-con&bathroom,24063276,Pintula,Phra Nakhon,13.75498,100.50095,Private room,979.0,2,148,2.15,2,321,6,0.1205479452054794,43075.99999999998,0.5603982406521189
1451,3145,18057562,Only 10 minutes from Siam Square by BTS,116350912,Sirintip,Samphanthawong,13.73544,100.51303,Shared room,1350.0,1,0,0.0,1,90,0,0.7534246575342466,371250.0,0.2683384664419226
1452,3147,18057797,Spacious room near BTS/ 24 hour security,116331911,Surang,Phaya Thai,13.77472,100.53926,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.4288147642029191
1453,3149,18062203,Studio room and fully furnished  @ City center,116332918,Chayanit,Ratchathewi,13.75147,100.52741,Private room,2500.0,1,0,0.0,1,90,0,0.7534246575342466,687500.0,0.513499304220907
1454,3150,18062410,New room/Pool view/Near Siriraj Hospital,116350163,Saijai,Bang Phlat,13.77491,100.48364,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.5268794398998399
1455,3151,17595826,็Happy BKK by6days7nightsbkk@BTS Ratchathewi,117222364,Jah And Bros,Ratchathewi,13.75227,100.52814,Private room,502.0,1,136,1.94,6,71,9,0.8054794520547945,147588.0,0.513499304220907
1456,3154,17598735,Cozy and quiet in ramkamhang road,7489121,Anis,Bang Kapi,13.74909,100.62826,Private room,640.0,1,1,0.01,10,177,0,0.5150684931506849,120320.0,0.2709741002626685
1457,3155,17780170,"Spacious one bedroom, 5 mins to BTS Onnut",106788462,Sung,Vadhana,13.70776,100.60286,Private room,1300.0,4,0,0.0,1,364,0,0.002739726027397249,1299.9999999999948,0.48270041526150653
1458,3156,17603643,a place to stay close to BTS on nut 5 minutes,54623556,Ariyapat,Khlong Toei,13.70941,100.59885,Private room,1670.0,3,5,0.07,4,365,0,0.0,0.0,0.46137131030528616
1459,3161,17780521,REST 22 RESIDENCE,54560359,Somphol,Chatu Chak,13.80617,100.57049,Private room,750.0,1,4,0.07,1,90,0,0.7534246575342466,206250.0,0.3773556276912838
1460,3162,18068841,Cozy and warm place. Good location. Central of BBK,34321666,Panisara,Vadhana,13.73662,100.56815,Private room,2250.0,3,3,0.05,1,312,0,0.14520547945205475,119249.99999999997,0.48270041526150653
1461,3163,17626896,"Spacious Room w/ensuite bathroom in110sqm,pool,gym",4619319,Spinner,Din Daeng,13.77521,100.57124,Private room,600.0,30,29,0.41,2,0,0,1.0,219000.0,0.40780695945946244
1462,3165,17789230,"near MRT Huai Khwang Station, Ratchadaphisek road",48491149,Auttapon,Din Daeng,13.78415,100.5735,Private room,565.0,30,16,0.26,5,258,2,0.29315068493150687,60455.00000000001,0.40780695945946244
1463,3166,17795162,Punsamon Place 091-7904559,121588678,Yossawat,Lak Si,13.89891,100.56244,Private room,850.0,1,0,0.0,1,179,0,0.5095890410958904,158100.0,0.25075928926196545
1464,3167,17640458,Logement à Sukhumvit,119760815,Anne,Vadhana,13.72954,100.57175,Private room,1129.0,180,0,0.0,1,365,0,0.0,0.0,0.48270041526150653
1465,3168,18068872,@ Chinatown/MRT Hua Lamphong,116336172,Panitta,Samphanthawong,13.73708,100.51346,Shared room,2670.0,1,0,0.0,1,89,0,0.7561643835616438,736920.0,0.2683384664419226
1466,3169,17795748,"Heart of BKK,Lat Phrao,Warmhug Home&Apartment",39991424,Lalita,Wang Thong Lang,13.78842,100.60232,Private room,600.0,1,2,0.03,1,74,0,0.7972602739726027,174600.0,0.23114768485911438
1467,3170,18071477,Cozy service apartment/ Standard Queen,56937639,Jonathan,Chom Thong,13.69731,100.43581,Private room,720.0,1,1,0.02,2,365,0,0.0,0.0,0.16713968660604953
1468,3171,18078191,TipPisarn guesthouse room 1,70873439,Pradsanee,Vadhana,13.70981,100.59973,Private room,1600.0,1,2,0.03,3,90,0,0.7534246575342466,440000.0,0.48270041526150653
1469,3173,18185880,390 m. from the MRT Rama 9,124841588,Amontep,Din Daeng,13.76042,100.55313,Private room,2700.0,1,0,0.0,1,89,0,0.7561643835616438,745200.0,0.40780695945946244
1470,3176,18190176,HOFT HOSTEL BANGKOK Private Room,121527000,Alan,Bang Rak,13.72647,100.52392,Private room,993.0,1,9,0.14,6,107,4,0.7068493150684931,256193.99999999997,0.4183083796413036
1471,3177,18191329,HOFT Hostel 5 Mins from BTS : 1-Bed in Mixed Dorm,121527000,Alan,Bang Rak,13.72623,100.52374,Shared room,340.0,1,93,1.34,6,364,2,0.002739726027397249,339.9999999999986,0.4183083796413036
1472,3179,18192027,HOFT Hostel 5 Mins from BTS : 1-B in 6-B FEMALE Rm,121527000,Alan,Bang Rak,13.72858,100.52396,Shared room,388.0,1,29,0.43,6,292,0,0.19999999999999996,28323.999999999993,0.4183083796413036
1473,3180,18192154,HOFT Hostel 5 Mins from BTS : 1-B in 6-B Mixed Rm,121527000,Alan,Bang Rak,13.72776,100.52512,Shared room,366.0,1,4,0.06,6,288,2,0.21095890410958906,28182.000000000004,0.4183083796413036
1474,3181,18192274,HOFT Hostel 5 Mins from BTS : 1-B in 8-B Mixed Rm,121527000,Alan,Bang Rak,13.72695,100.5231,Shared room,340.0,1,0,0.0,6,365,0,0.0,0.0,0.4183083796413036
1475,3182,18192395,HOFT Hostel 5 Mins from BTS : 1-B in 8-B FEMALE Rm,121527000,Alan,Bang Rak,13.72834,100.52366,Shared room,382.0,1,18,0.27,6,293,0,0.1972602739726027,27503.999999999996,0.4183083796413036
1476,3184,17801010,"2BRs corner,green view,near MRT",91934777,Vichak,Huai Khwang,13.76921,100.58103,Private room,6215.0,1,27,0.39,25,241,0,0.3397260273972603,770660.0,0.4994247488471142
